index,years,회사명,stock_code,전년도ESG,종합등급,매출액,영업이익,영업이익(발표기준),당기순이익,지배주주순이익,비지배주주순이익,자산총계,부채총계,자본총계,지배주주지분,비지배주주지분,자본금,부채비율,유보율,영업이익률,지배주주순이익률,ROA,ROE,EPS(원),BPS(원),DPS(원),PER,PBR,발행주식수,배당수익률,지속가능경영 보고서공시여부,매출액_상승률(퍼센트),영업이익_상승률,배당수익률_상승률,영업이익률_상승률,이사의 수,사외이사 수,사외이사 비율,녹색 기업 지정,총 임원 수,여성 임원 수 ,여성 임원 비율,남성 평균 연봉,여성 평균 연봉,남성 정규직 수,여성 정규직 수,남성 직원 수,여성 직원 수,직원 수,여성 직원 비율,남성 직원 비율,남성 정규직 비율,여성 정규직 비율,외국인 보유수량,외국인 지분율,시가총액,상장주식수,용수 사용량(Ton),에너지 총량(TJ),온실가스 배출총량(TonCo2eq),용수 사용량 등급,에너지 총량 등급,온실가스 배출총량 등급,GICS_Sector,GICS_Industry,RE100,high_carbon,sbti,자본비율,기업규모,N자산총계,N자본총계,N지배주주지분,N시가총액,N부채총계,N매출액,N남성 정규직 수,N남성 직원 수,N직원 수,N사외이사 수,N여성 정규직 수,N여성 직원 수,기업분류,상시근로자수,장애인고용의무인원,장애인근로자수,장애인고용률
2019-12-01 00:00:00,2019,동화약품,20,,B,3072,96,96,91,91,0,3764,766,2997,2997,0,279,25.57,982.04,3.125,2.97,2.44,3.05,326,10820,120,25.46,0.77,27931,1.44,0,0,-93,0,0,,,,0,21,2,9.523809524,,,,,,,,,,,,,,2.32111E+11,27931470,0,0,0,5,5,5,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.796227418,3,2,2,2,2,1,2,,,,0,0,0,5,,,,
2020-12-01 00:00:00,2020,동화약품,20,B,B,2721,232,232,287,285,2,4338,911,3427,3313,114,279,26.59,1094.99,8.526277104,10.48,7.09,9.04,1021,11950,180,19.25,1.64,27931,0.92,0,-11.42578125,136,-0.52,5.401277104,8,3,0.375,0,20,3,15,70213000,56095000,534,190,544,195,739,26.38700947,73.61299053,0.981617647,0.974358974,868919,3.11,5.48853E+11,27931470,0,0,0,5,5,5,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.78999539,3,2,2,2,3,2,2,2,2,2,2,3,3,5,,,,
2021-12-01 00:00:00,2021,동화약품,20,B,C,2930,225,225,196,179,17,4478,877,3601,3469,132,279,24.34,1149.13,7.679180887,6.1,4.44,5.27,640,12491,180,22.82,1.17,27931,1.23,0,7.680999632,-7,0.31,-0.847096217,4,3,0.75,0,22,3,13.63636364,72763000,57792000,525,192,535,197,732,26.91256831,73.08743169,0.981308411,0.974619289,658091,2.36,4.07799E+11,27931470,0,0,0,5,5,5,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.80415364,3,2,2,2,3,1,2,2,2,2,2,3,3,5,,,,
2022-12-01 00:00:00,2022,동화약품,20,C,C,3404,299,299,216,204,12,4611,825,3787,3644,143,279,21.78,1211.66,8.783783784,5.99,4.75,5.73,730,13117,180,12.69,0.71,27931,1.94,0,16.1774744,74,0.71,1.104602896,5,3,0.6,0,21,4,19.04761905,74000000,55000000,538,219,550,226,776,29.12371134,70.87628866,0.978181818,0.969026549,1172582,4.2,2.58645E+11,27931470,0,0,0,5,5,5,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.821296899,3,2,2,2,2,1,2,2,2,2,2,3,3,5,,,,
2023-12-01 00:00:00,2023,동화약품,20,,,3611,188,188,282,274,8,5650,1579,4071,3718,353,279,38.79,1237,5.20631404,7.6,5.5,7.45,982,13370,180,10.45,0.77,27931,1.75,,6.081081081,-111,-0.19,-3.577469743,4,3,0.75,0,20,4,20,66000000,54000000,586,222,599,227,826,27.48184019,72.51815981,0.978297162,0.977973568,1273973,4.56,2.86856E+11,27931470,0,0,0,5,5,5,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.720530973,3,2,2,2,2,2,2,2,2,2,2,3,3,4,,,,
2019-12-01 00:00:00,2019,KR모터스,40,,C,1326,-247,-247,-410,-405,-6,1441,1089,352,185,167,947,309.21,-86.23,-18.62745098,-30.53,-27.45,-113.29,-2112,968,0,2.41,3.38,19163,0,0,0,-93,0,0,,,,0,9,0,0,,,,,,,,,,,,,,52854896925,189444075,0,0,0,5,5,5,임의소비재(Cd),Recreational Vehicles,,1,0,0.244274809,1,1,1,1,1,2,1,,,,0,0,0,5,,,,
2020-12-01 00:00:00,2020,KR모터스,40,C,C,1178,12,12,-115,-81,-34,1559,1060,498,363,135,458,212.72,-35.01,1.018675722,-6.9,-7.66,-29.64,-294,1120,0,,2.92,32448,0,0,-11.16138763,259,0,19.6461267,1,1,1,0,8,0,0,74019000,20162000,58,4,58,4,62,6.451612903,93.5483871,1,1,42265375,46.11,1.04035E+11,91661018,0,0,0,5,5,5,임의소비재(Cd),Recreational Vehicles,,1,0,0.319435536,1,1,1,1,1,2,1,0,0,0,0,0,0,5,,,,
2021-12-01 00:00:00,2021,KR모터스,40,C,D,1335,-27,-27,-119,-95,-25,1684,1182,502,370,132,481,235.36,-43.26,-2.02247191,-7.09,-7.35,-25.82,-278,1088,0,,2.3,34033,0,0,13.32767402,-39,0,-3.041147632,5,2,0.4,0,6,0,0,40639000,22303000,46,6,46,6,52,11.53846154,88.46153846,1,1,44408662,46.19,83158823320,96137368,0,0,0,5,5,5,임의소비재(Cd),Recreational Vehicles,,1,0,0.298099762,1,1,1,1,1,2,1,0,0,0,1,0,0,5,,,,
2022-12-01 00:00:00,2022,KR모터스,40,D,D,1171,-62,-62,-130,-67,-63,1492,1092,400,331,69,481,272.74,-56.63,-5.294619983,-5.71,-8.19,-19.06,-196,974,0,,1.66,34033,0,0,-12.28464419,-35,0,-3.272148073,4,2,0.5,0,6,0,0,38165000,35035000,47,5,47,5,52,9.615384615,90.38461538,1,1,43613172,45.36,53837540400,96138465,0,0,0,5,5,5,임의소비재(Cd),Recreational Vehicles,,1,0,0.268096515,1,1,1,1,1,2,1,0,0,0,1,0,0,5,,,,
2023-12-01 00:00:00,2023,KR모터스,40,,,784,-179,-179,-210,-159,-51,1386,1162,224,206,19,481,518.49,-90.07,-22.83163265,-20.29,-14.61,-59.28,-467,604,0,,1.71,34033,0,,-33.04867635,-117,0,-17.53701267,5,2,0.4,0,5,0,0,39333000,28969000,49,5,49,5,54,9.259259259,90.74074074,1,1,44850272,46.65,34417570470,96138465,0,0,0,5,5,5,임의소비재(Cd),Recreational Vehicles,,1,0,0.161616162,1,1,1,1,1,2,1,0,0,0,1,0,0,5,,,,
2019-12-01 00:00:00,2019,경방,50,,C,3439,320,320,436,436,0,13707,6292,7416,7416,0,137,84.85,5391.92,9.305030532,12.68,3.26,6.01,1591,27460,125,5.83,0.34,27415,1.35,0,0,-93,0,0,,,,0,12,0,0,,,,,,,,,,,,,,2.54414E+11,27415270,0,0,0,5,5,5,임의소비재(Cd),Textile Manufacturing,,1,0,0.541037426,2,3,3,3,2,3,2,,,,0,0,0,4,,,,
2020-12-01 00:00:00,2020,경방,50,C,C,3292,219,219,130,130,0,12649,5230,7419,7420,0,137,70.49,5422.29,6.652490887,3.96,0.99,1.76,475,27611,125,26.09,0.45,27415,1.01,0,-4.274498401,-101,-0.34,-2.652539645,4,1,0.25,0,14,0,0,73716000,62240000,99,32,102,33,135,24.44444444,75.55555556,0.970588235,0.96969697,809672,2.95,3.39949E+11,27415270,8296.565,346.05,16989.7,1,1,1,임의소비재(Cd),Textile Manufacturing,,1,0,0.586528579,2,3,3,3,2,3,2,0,0,0,0,1,1,4,,,,
2021-12-01 00:00:00,2021,경방,50,C,D,3834,538,538,223,223,0,12708,5187,7521,7522,0,137,68.96,5593.92,14.0323422,5.81,1.76,2.98,813,28470,125,16.92,0.48,27415,0.91,0,16.46415553,319,-0.1,7.379851314,4,1,0.25,0,13,0,0,93793000,61721000,106,53,126,77,203,37.93103448,62.06896552,0.841269841,0.688311688,556634,2.03,3.7696E+11,27415270,8256.124,353.099174,0,1,1,5,임의소비재(Cd),Textile Manufacturing,,1,0,0.591831917,2,3,3,3,2,3,2,0,1,1,0,2,2,4,,,,
2022-12-01 00:00:00,2022,경방,50,D,C,3892,319,319,44,44,0,12483,4933,7550,7550,0,137,65.34,5627.52,8.196300103,1.13,0.35,0.59,161,28638,125,67.06,0.38,27415,1.16,0,1.512780386,-219,0.25,-5.836042099,4,1,0.25,0,13,0,0,110249000,74812000,102,47,125,68,193,35.23316062,64.76683938,0.816,0.691176471,308472,1.13,2.96085E+11,27415270,8903.547504,393.020645,0,1,1,5,임의소비재(Cd),Textile Manufacturing,,1,0,0.604822559,3,3,3,3,2,3,2,0,1,1,0,2,2,4,,,,
2023-12-01 00:00:00,2023,경방,50,,,3935,160,160,-135,-135,0,12069,4688,7380,7381,0,137,63.52,5503.75,4.066073698,-3.42,-1.1,-1.8,-491,28019,125,,0.32,27415,1.41,,1.104830421,-159,0.25,-4.130226405,4,1,0.25,0,13,1,7.692307692,116496000,71652000,98,48,124,85,209,40.66985646,59.33014354,0.790322581,0.564705882,277134,1.01,2.42351E+11,27415270,0,0,0,5,5,5,임의소비재(Cd),Textile Manufacturing,,1,0,0.611483967,3,3,3,3,2,3,2,0,1,1,0,2,2,4,,,,
2019-12-01 00:00:00,2019,삼양홀딩스,70,,B+,24886,794,794,620,309,312,35895,15600,20295,14196,6099,443,76.87,3123.72,3.190548903,1.24,1.8,2.18,3481,161186,2000,19.25,0.42,8564,2.99,1,0,-93,0,0,,,,0,13,0,0,,,,,,,,,,,,,,5.73806E+11,8564271,0,0,0,5,5,5,산업(In),Conglomerates,,0,0,0.565399081,2,3,3,3,3,3,3,,,,0,0,0,5,,,,
2020-12-01 00:00:00,2020,삼양홀딩스,70,B+,B+,24712,1703,1703,1433,1023,410,38936,17378,21558,15197,6361,443,80.61,3349.28,6.891388799,4.14,3.83,6.96,11537,172464,2250,6.46,0.43,8564,3.02,1,-0.699188299,909,0.03,3.700839896,5,3,0.6,0,11,0,0,95739000,59284000,73,52,74,52,126,41.26984127,58.73015873,0.986486486,1,671877,7.85,6.38038E+11,8564271,0,0,0,5,5,5,산업(In),Conglomerates,,0,0,0.55367783,2,3,3,3,3,3,3,0,0,0,2,2,2,5,,,,
2021-12-01 00:00:00,2021,삼양홀딩스,70,B+,B+,31073,3517,3517,2741,2377,364,44606,20352,24254,17516,6738,443,83.91,3872.29,11.31850803,7.65,6.56,14.53,26803,198614,3000,3.66,0.49,8564,3.05,1,25.74053092,1814,0.03,4.427119231,6,3,0.5,0,15,1,6.666666667,160492000,113943000,288,144,300,181,481,37.62993763,62.37006237,0.96,0.79558011,696665,8.13,8.41011E+11,8564271,11266,14.66903064,0,1,1,5,산업(In),Conglomerates,,0,0,0.543738511,2,3,3,3,3,3,3,2,1,2,2,3,3,5,,,,
2022-12-01 00:00:00,2022,삼양홀딩스,70,B+,B+,33168,1323,1323,1058,710,348,45478,20243,25235,17919,7316,443,80.22,3963.33,3.98878437,2.14,2.35,4.01,8007,203166,3500,8.58,0.34,8564,5.09,1,6.742187751,-2194,2.04,-7.329723659,7,4,0.571428571,0,18,1,5.555555556,169635000,124539000,332,165,341,194,535,36.26168224,63.73831776,0.973607038,0.850515464,625526,7.3,5.88365E+11,8564271,11837,17.17990171,850.101,1,1,1,산업(In),Conglomerates,,0,0,0.55488368,2,3,3,3,3,3,3,2,2,2,3,3,3,5,,,,
2023-12-01 00:00:00,2023,삼양홀딩스,70,,,32109,948,948,2270,1724,546,51367,23401,27965,19927,8038,443,83.68,4416.18,2.95244324,5.37,4.69,9.11,19436,225809,3500,3.55,0.31,8564,5.07,,-3.192836469,-375,-0.02,-1.03634113,7,4,0.571428571,0,19,3,15.78947368,171174000,130989000,351,170,366,200,566,35.33568905,64.66431095,0.959016393,0.85,712811,8.32,5.90935E+11,8564271,0,0,0,5,5,5,산업(In),Conglomerates,,0,0,0.544415675,2,3,3,3,3,3,3,2,2,2,3,3,3,5,,,,
2019-12-01 00:00:00,2019,하이트진로,80,,B,20351,882,882,-424,-423,0,32709,22377,10332,10325,7,3688,216.58,200.76,4.333939364,-2.08,-1.27,-3.86,-594,15566,700,,1.86,70134,2.41,1,0,-93,0,0,,,,0,37,1,2.702702703,,,,,,,,,,,,,,2.03387E+12,70133611,0,0,0,5,5,5,필수소비재(Cs),Beverages - Wineries & Distilleries,,1,0,0.315876364,1,3,3,3,3,3,3,,,,0,0,0,5,,,,
2020-12-01 00:00:00,2020,하이트진로,80,B,B+,22563,1985,1985,866,867,-1,32978,22235,10743,10738,5,3688,206.98,211.95,8.797588973,3.84,2.64,8.23,1216,16145,750,26.18,1.97,70134,2.35,1,10.86924475,1103,-0.06,4.463649609,5,3,0.6,1,38,1,2.631578947,210255136,153648918,2429,553,2566,586,3152,18.59137056,81.40862944,0.946609509,0.943686007,6259922,8.93,2.23376E+12,70133611,12129,32.97,1660.889,1,1,1,필수소비재(Cs),Beverages - Wineries & Distilleries,,1,0,0.32576263,1,3,3,3,3,3,3,3,3,3,2,3,3,5,,,,
2021-12-01 00:00:00,2021,하이트진로,80,B+,B,22029,1741,1741,718,717,0,36311,25379,10932,10926,5,3688,232.16,217.05,7.903218485,3.26,2.07,6.62,1007,16409,800,29.95,1.84,70134,2.65,1,-2.366706555,-244,0.3,-0.894370488,5,3,0.6,1,35,1,2.857142857,216687069,164113217,2444,554,2570,571,3141,18.17892391,81.82107609,0.950972763,0.970227671,2860757,4.08,2.11453E+12,70133611,12428,37.02052532,1840.986,1,1,1,필수소비재(Cs),Beverages - Wineries & Distilleries,,1,0,0.301065793,1,3,3,3,3,3,3,3,3,3,2,3,3,5,,,,
2022-12-01 00:00:00,2022,하이트진로,80,B,B,24976,1906,1906,868,870,-2,33334,21724,11610,11606,4,3688,187.11,235.48,7.631326073,3.48,2.49,7.72,1221,17363,950,20.93,1.47,70134,3.72,1,13.37782015,165,1.07,-0.271892412,5,3,0.6,1,40,2,5,228743257,177276059,2403,537,2516,561,3077,18.2320442,81.7679558,0.95508744,0.957219251,9551952,13.62,1.79191E+12,70133611,11870,39.58069433,1963.557,1,1,1,필수소비재(Cs),Beverages - Wineries & Distilleries,,1,0,0.348293034,1,3,3,3,3,3,3,3,3,3,2,3,3,5,,,,
2023-12-01 00:00:00,2023,하이트진로,80,,,25202,1239,1239,355,356,-1,33583,22425,11159,10951,207,3688,200.96,217.73,4.916276486,1.41,1.06,3.16,500,16444,950,44.98,1.37,70134,4.22,,0.904868674,-667,0.5,-2.715049587,5,3,0.6,1,39,2,5.128205128,236209566,182749381,2414,535,2514,552,3066,18.00391389,81.99608611,0.960222753,0.969202899,7481178,10.67,1.57801E+12,70133611,0,0,0,5,5,5,필수소비재(Cs),Beverages - Wineries & Distilleries,,1,0,0.332281214,1,3,3,3,3,3,3,3,3,3,2,3,3,5,,,,
2019-12-01 00:00:00,2019,유한양행,100,,B+,14804,125,125,366,400,-34,21172,4672,16500,16463,37,651,28.32,2696.81,0.844366387,2.7,1.71,2.43,492,22359,318,80.68,1.77,80209,0.8,1,0,-93,0,0,,,,0,25,1,4,,,,,,,,,,,,,,3.02179E+12,12777115,0,0,0,5,5,5,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.779331192,3,3,3,3,4,3,3,,,,0,0,0,3,,,,
2020-12-01 00:00:00,2020,유한양행,100,B+,B+,16199,843,843,1904,1928,-24,23935,5470,18465,18401,64,680,29.62,2864.18,5.20402494,11.9,8.44,11.06,2368,24779,333,27.78,2.66,80209,0.51,1,9.423128884,718,-0.29,4.359658552,10,3,0.3,1,27,2,7.407407407,98000000,65000000,1389,435,1405,450,1855,24.25876011,75.74123989,0.9886121,0.966666667,13855606,20.72,5.02095E+12,66856810,148433,311.15,16672,1,1,1,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.771464383,3,3,3,3,4,3,3,3,3,3,2,3,3,3,,,,
2021-12-01 00:00:00,2021,유한양행,100,B+,B+,16878,486,486,991,1026,-35,24638,5279,19359,19269,90,712,27.27,2879.37,2.879488091,6.08,4.08,5.45,1260,26047,348,45.11,2.18,80209,0.61,1,4.191616766,-357,0.1,-2.324536849,8,5,0.625,1,27,4,14.81481481,97000000,64000000,1397,452,1413,465,1878,24.76038339,75.23961661,0.988676575,0.972043011,12005213,17.16,4.34532E+12,69972959,189771,366.8113704,19700,1,1,1,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.785737479,3,3,3,3,4,3,3,3,3,3,3,3,3,3,,,,
2022-12-01 00:00:00,2022,유한양행,100,B+,A,17758,360,360,906,951,-46,24727,4649,20078,19858,220,744,23.16,2850.25,2.027255322,5.36,3.67,4.86,1169,26973,364,46.83,2.03,80209,0.66,1,5.213887901,-126,0.05,-0.852232769,8,5,0.625,1,30,5,16.66666667,100000000,65000000,1427,468,1444,494,1938,25.49019608,74.50980392,0.988227147,0.947368421,14377622,19.63,4.18884E+12,73231476,209527,385.5685654,18849,1,1,1,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.811986897,3,3,3,3,4,3,3,3,3,3,3,3,3,3,,,,
2023-12-01 00:00:00,2023,유한양행,100,,,18590,568,568,1340,1361,-21,28141,7123,21017,20511,506,778,33.89,2814.6,3.055406132,7.32,5.07,6.74,1672,27867,429,41.15,2.47,80209,0.62,,4.685212299,208,-0.04,1.028150811,7,4,0.571428571,1,34,6,17.64705882,104000000,73000000,1456,492,1484,518,2002,25.87412587,74.12587413,0.981132075,0.94980695,14976122,19.54,5.27274E+12,76638657,0,0,0,5,5,5,헬스케어(He),Drug Manufacturers - Specialty & Generic,,0,0,0.746846239,3,3,3,3,4,3,3,3,3,3,3,3,3,3,,,,
2019-12-01 00:00:00,2019,CJ대한통운,120,,A,104151,3072,3072,509,397,112,91100,54548,36552,29918,6635,1141,149.23,2923.4,2.949563614,0.38,0.6,1.41,1741,151170,0,89.01,1.03,22812,0,0,0,-93,0,0,,,,0,10,2,20,,,,,,,,,,,,,,3.53591E+12,22812344,0,0,0,5,5,5,산업(In),Integrated Freight & Logistics,,0,0,0.401229418,2,3,4,4,4,4,4,,,,0,0,0,2,,,,
2020-12-01 00:00:00,2020,CJ대한통운,120,A,A,107811,3253,3253,1426,1230,196,96435,56036,40399,33381,7018,1141,138.7,3073.12,3.017317342,1.14,1.52,3.89,5393,158656,0,30.69,1.04,22812,0,0,3.514128525,181,0,0.067753728,7,4,0.571428571,0,7,0,0,68000000,49000000,5220,843,5376,914,6290,14.53100159,85.46899841,0.970982143,0.922319475,4797083,21.03,3.77544E+12,22812344,684772,3601.11,213463.762,1,1,3,산업(In),Integrated Freight & Logistics,,0,0,0.418924664,2,3,4,4,4,4,4,3,3,3,3,3,3,2,,,,
2021-12-01 00:00:00,2021,CJ대한통운,120,A,B+,113437,3439,3439,1583,547,1035,89939,49776,40164,35655,4509,1141,123.93,3272.42,3.031638707,0.48,1.7,1.59,2400,168621,0,52.51,0.75,22812,0,0,5.218391444,186,0,0.014321365,7,4,0.571428571,0,7,1,14.28571429,74000000,57000000,5336,863,5463,888,6351,13.98205007,86.01794993,0.9767527,0.971846847,4853711,21.28,2.87436E+12,22812344,598401.18,3739.916264,216099.154,1,1,3,산업(In),Integrated Freight & Logistics,,0,0,0.446569341,2,3,4,4,4,4,4,3,3,3,3,3,3,2,,,,
2022-12-01 00:00:00,2022,CJ대한통운,120,B+,A,121307,4118,4118,1968,1816,153,96933,56590,40343,35707,4636,1141,140.27,3277.04,3.394692804,1.5,2.11,5.09,7959,168852,500,11.77,0.55,22812,0.53,0,6.937771627,679,0.53,0.363054097,7,4,0.571428571,0,7,1,14.28571429,71000000,56000000,5769,970,5883,1000,6883,14.5285486,85.4714514,0.980622132,0.97,3861290,16.93,2.13752E+12,22812344,633598.994,3771.352127,215718.794,1,1,3,산업(In),Integrated Freight & Logistics,,0,0,0.416194691,2,3,4,4,3,4,4,3,3,3,3,3,3,2,,,,
2023-12-01 00:00:00,2023,CJ대한통운,120,,,117679,4802,4802,2429,2248,181,93576,53145,40431,36039,4392,1141,131.45,3306.07,4.080592119,1.91,2.55,6.27,9854,170304,500,12.91,0.75,22812,0.39,,-2.990758983,684,-0.14,0.685899315,7,4,0.571428571,0,7,1,14.28571429,79000000,56000000,5809,1032,5969,1072,7041,15.22511007,84.77488993,0.97319484,0.962686567,2905634,12.74,2.90173E+12,22812344,0,0,0,5,5,5,산업(In),Integrated Freight & Logistics,,0,0,0.432065914,2,3,4,4,4,4,4,3,3,3,3,3,3,2,,,,
2019-12-01 00:00:00,2019,하이트진로홀딩스,140,,B,20263,1009,1009,-401,-214,-188,38367,28541,9826,4356,5470,1184,290.48,352.99,4.979519321,-1.06,-1.03,-4.65,-903,22649,350,,0.58,23207,2.65,0,0,-93,0,0,,,,0,8,0,0,,,,,,,,,,,,,,3.06329E+11,23206765,0,0,0,5,5,5,필수소비재(Cs),Beverages - Brewers,,1,0,0.256105507,1,3,3,3,2,3,3,,,,0,0,0,5,,,,
2020-12-01 00:00:00,2020,하이트진로홀딩스,140,B,B+,22470,2105,2105,1077,645,432,39050,28446,10604,4929,5675,1184,268.26,401.98,9.368046284,2.87,2.78,13.89,2722,25099,400,5.53,0.6,23207,2.66,0,10.89177318,1096,0.01,4.388526963,5,3,0.6,0,7,0,0,165000000,63000000,11,3,11,3,14,21.42857143,78.57142857,1,1,1162745,5.01,3.49262E+11,23206765,0,0,0,5,5,5,필수소비재(Cs),Beverages - Brewers,,1,0,0.271549296,1,3,3,3,2,3,3,0,0,0,2,0,0,5,,,,
2021-12-01 00:00:00,2021,하이트진로홀딩스,140,,B,21920,1884,1884,674,326,347,42363,31489,10874,5140,5734,1184,289.59,422.08,8.594890511,1.49,1.65,6.48,1378,26104,450,8.86,0.47,23207,3.69,0,-2.447708055,-221,1.03,-0.773155773,5,3,0.6,0,7,0,0,176000000,85000000,10,3,10,3,13,23.07692308,76.92307692,1,1,1638748,7.06,2.83123E+11,23206765,36,0.125718571,0,1,1,5,필수소비재(Cs),Beverages - Brewers,,1,0,0.256686259,1,3,3,3,2,3,3,0,0,0,2,0,0,5,,,,
2022-12-01 00:00:00,2022,하이트진로홀딩스,140,B,B+,24843,2025,2025,720,301,419,39450,27796,11654,5580,6074,1184,238.51,458.46,8.15118947,1.21,1.76,5.62,1272,27923,500,7.64,0.35,23207,5.14,0,13.33485401,141,1.45,-0.443701041,5,3,0.6,0,7,0,0,168000000,89000000,11,3,11,3,14,21.42857143,78.57142857,1,1,1726305,7.44,2.2557E+11,23206765,50,0.138207624,0,1,1,5,필수소비재(Cs),Beverages - Brewers,,1,0,0.295411914,1,3,3,3,2,3,3,0,0,0,2,0,0,5,,,,
2023-12-01 00:00:00,2023,하이트진로홀딩스,140,,,25069,1381,1381,183,9,174,39798,28746,11051,5291,5761,1184,260.11,433.65,5.508795724,0.04,0.46,0.17,38,26682,550,230.21,0.33,23207,6.31,,0.909712998,-644,1.17,-2.642393746,5,3,0.6,0,8,0,0,212000000,92000000,11,3,11,3,14,21.42857143,78.57142857,1,1,1628498,7.02,2.02363E+11,23206765,0,0,0,5,5,5,필수소비재(Cs),Beverages - Brewers,,1,0,0.27767727,1,3,3,3,2,3,3,0,0,0,2,0,0,5,,,,
2019-12-01 00:00:00,2019,두산,150,,A+,179523,10700,10700,3138,3794,-656,291347,225311,66036,14853,51183,1237,341.19,1249.89,5.960239078,2.11,1.08,21.93,16442,78004,5200,4.28,0.9,16524,7.4,1,0,-93,0,0,,,,0,7,0,0,,,,,,,,,,,,,,1.16163E+12,16523835,0,0,0,5,5,5,산업(In),Conglomerates,,0,0,0.22665756,1,4,4,3,3,4,4,,,,0,0,0,1,,,,
2020-12-01 00:00:00,2020,두산,150,A+,A,114285,-204,-204,-9639,-5533,-4106,302010,224354,77656,16597,61059,1237,288.91,1390.81,-0.178501116,-4.84,-3.25,-35.19,-25839,86147,2000,,0.61,16524,3.82,1,-36.33963336,-10904,-3.58,-6.138740194,7,4,0.571428571,0,7,0,0,538000000,328000000,2184,391,2197,404,2601,15.5324875,84.4675125,0.99408284,0.967821782,973701,5.89,8.65849E+11,16523835,9247,17.82,1017.55,1,1,1,산업(In),Conglomerates,,0,0,0.257130559,1,4,4,3,3,4,4,3,3,3,3,3,3,1,,,,
2021-12-01 00:00:00,2021,두산,150,A,B+,128515,9211,9211,6488,2039,4449,259458,175357,84101,20781,63320,1237,208.51,1729,7.16725674,1.59,2.31,10.91,9523,105690,2000,12.39,1.12,16524,1.69,0,12.45132782,9415,-2.13,7.345757856,7,4,0.571428571,0,7,0,0,291000000,195000000,1685,326,1696,338,2034,16.61750246,83.38249754,0.993514151,0.964497041,1754707,10.62,1.94981E+12,16523835,20202,18.32300706,1014,1,1,1,산업(In),Conglomerates,,0,0,0.324141094,1,4,4,3,3,4,4,3,3,3,3,3,3,1,,,,
2022-12-01 00:00:00,2022,두산,150,B+,B+,169958,11260,11260,-5812,-6964,1152,263154,160175,102978,17907,85071,1237,155.54,1496.72,6.625166218,-4.1,-2.22,-36,-32522,92268,2000,,0.9,16524,2.41,1,32.24759756,2049,0.72,-0.542090523,7,4,0.571428571,0,7,0,0,321000000,210000000,1735,329,1746,353,2099,16.81753216,83.18246784,0.993699885,0.932011331,1107375,6.7,1.37313E+12,16523835,10191.87,17.73441147,987.046,1,1,1,산업(In),Conglomerates,,0,0,0.391322192,2,4,4,3,3,4,4,3,3,3,3,3,3,1,,,,
2023-12-01 00:00:00,2023,두산,150,,,191301,14363,14363,2721,-3883,6604,282868,170801,112067,16241,95826,1237,152.41,1362.08,7.508063209,-2.03,1,-22.74,-18133,84487,2000,,1.11,16524,2.13,,12.5578084,3103,-0.28,0.882896992,7,4,0.571428571,0,7,1,14.28571429,334000000,223000000,1529,322,1540,340,1880,18.08510638,81.91489362,0.992857143,0.947058824,1766819,10.69,1.55159E+12,16523835,0,0,0,5,5,5,산업(In),Conglomerates,,0,0,0.396181258,2,4,4,3,3,4,4,3,3,3,3,3,3,1,,,,
2019-12-01 00:00:00,2019,성창기업지주,180,,C,1510,-30,-30,-109,-109,0,7033,1779,5254,5252,2,360,33.86,1392.39,-1.986754967,-7.2,-1.61,-2.14,-156,7702,0,,0.21,69752,0,0,0,-93,0,0,,,,0,8,0,0,,,,,,,,,,,,,,1.11951E+11,69751600,0,0,0,5,5,5,소재(Ma),Lumber & Wood Production,,0,0,0.747049623,3,2,3,3,1,2,1,,,,0,0,0,4,,,,
2020-12-01 00:00:00,2020,성창기업지주,180,C,C,1709,80,80,51,51,0,7074,1745,5329,5327,2,360,32.73,1414.27,4.681100059,2.97,0.72,0.96,73,7815,0,30.73,0.29,69752,0,0,13.17880795,110,0,6.667855025,3,1,0.333333333,0,7,0,0,59007242,24382316,26,8,27,8,35,22.85714286,77.14285714,0.962962963,1,1897340,2.72,1.55895E+11,69751600,0,0,0,5,5,5,소재(Ma),Lumber & Wood Production,,0,0,0.753322024,3,2,3,3,2,2,1,0,0,0,0,1,1,4,,,,
2021-12-01 00:00:00,2021,성창기업지주,180,C,D,1979,105,105,59,61,-2,7037,1645,5393,5392,1,360,30.5,1434.54,5.305709955,3.08,0.84,1.14,87,7920,0,27.99,0.31,69752,0,0,15.7987127,25,0,0.624609896,3,1,0.333333333,0,9,0,0,61053471,30391000,32,9,33,9,42,21.42857143,78.57142857,0.96969697,1,1747139,2.5,1.70543E+11,69751600,0,0,0,5,5,5,소재(Ma),Lumber & Wood Production,,0,0,0.766377718,3,2,3,3,2,2,2,0,0,0,0,1,1,4,,,,
